n_clusters,iteration,kdistance,distance
2,0,18.451511226751023,18.224030887034814
2,1,5.077015063100245,5.707979761303243
2,2,6.28559887911605,5.855880703509967
2,3,5.377060043856315,5.305570716186864
2,4,24.15398977343337,23.988792356147012
2,5,17.6726732889962,16.436231828226834
2,6,23.420999458749314,21.56028109585183
2,7,18.685613742554285,18.092856377270493
2,8,13.074339969253598,13.047759052794056
2,9,12.470993258653994,12.431460563079986
2,10,8.688344451167175,9.653816329243112
2,11,13.955535481128075,13.463637533674742
2,12,21.5456739216578,20.812710329025563
2,13,15.745956702445612,14.174545628881651
2,14,10.751727991156667,9.821810804291808
2,15,12.975962531579441,12.908904793477806
2,16,1.9543297766923369,1.2758615144242877
2,17,12.458669724644263,10.220909409391057
2,18,15.20628392489926,14.385548728882242
2,19,25.380104094649003,21.79766658291791
2,20,20.258481856814715,18.92189627836059
2,21,9.117180801371465,6.876925063783053
2,22,20.053996365535188,19.79163635132644
2,23,10.233388769009483,11.125561337530195
2,24,10.869700495935724,10.982083710763042
2,25,3.6825993108868773,5.188609188646537
2,26,26.08561671652014,21.28720328404554
2,27,12.665349639227133,10.424717842211187
2,28,18.333986294159473,16.234407421826667
2,29,14.350311010406593,11.615954303044099
2,30,6.831233458478495,8.331750272740472
2,31,7.6644387780914185,7.60883024040423
2,32,10.034870164764335,10.58739209432711
2,33,1.6257284650783437,3.4334961259495698
2,34,28.93377381834689,27.890065863144294
2,35,22.289265339379465,19.748321056368482
2,36,15.401948977245706,15.572678256346327
2,37,11.801252144596562,11.731466233201733
2,38,4.061581297950031,4.1498851745974275
2,39,12.590091259753223,10.673052123942341
2,40,21.87173534459885,20.11104080746815
2,41,15.112025440077602,15.137030832686383
2,42,15.710196589726937,14.953988912500188
2,43,9.198363218278658,9.133504882973789
2,44,2.4442281820816545,4.640152103917197
2,45,8.766728100308223,8.900978045275746
2,46,24.332786709045017,23.59052032980642
2,47,16.960978725057043,14.057205265079926
2,48,22.06480152438778,16.98453368973079
2,49,20.288616894880683,19.234838767198426
3,0,17.34028738414334,12.200472635959699
3,1,20.021231907326992,17.346455048053134
3,2,19.258956352413993,18.431878300164108
3,3,26.54615650311148,25.826977189109712
3,4,41.04956749038017,39.727220731546524
3,5,17.52584211286458,20.479591651390734
3,6,26.365590767098006,26.350789912085936
3,7,32.541171153570744,32.2866856221261
3,8,30.893458584439315,29.865987468806452
3,9,23.605587158700494,23.394150729891997
3,10,11.391025019871066,10.440790927420403
3,11,22.56493632941172,21.624400067998415
3,12,7.504170881723983,10.263963100023643
3,13,39.396824542097875,39.299498250264385
3,14,24.93959030905219,23.89215336594218
3,15,45.31602681370762,34.370920619454125
3,16,5.11167488434753,6.31346595514901
3,17,12.957537674808453,12.888775616827903
3,18,25.566804943328883,24.8677367353421
3,19,37.5320752741374,34.652861787252135
3,20,29.478927749882175,23.71944443085421
3,21,18.406005648696958,18.20695343384811
3,22,29.078537456970267,33.227352089545974
3,23,19.728899506928432,21.965769777265095
3,24,22.902814651566736,22.408108571340044
3,25,20.250376119301755,18.747613033278203
3,26,27.45416149102323,27.347927778003253
3,27,34.0756143901106,32.64223411288381
3,28,15.163850801389705,14.236591986143857
3,29,16.611623889727767,21.221612621931058
3,30,28.54564292005038,27.232695235300096
3,31,27.661123025137158,27.28978664701881
3,32,29.17252681635845,28.72089020012379
3,33,36.13773575847566,34.38425508602551
3,34,29.728695892982287,30.016784537201705
3,35,29.42887004067461,29.41840108504787
3,36,21.14679140558055,24.221195335085113
3,37,11.697069444387651,11.131669341374819
3,38,30.97995725894451,30.67338110650359
3,39,42.70303256133627,41.01190380289209
3,40,16.59387483987128,14.742781810942635
3,41,17.61373783030406,19.92618799736026
3,42,17.61373783030406,19.92618799736026
3,43,32.523591340666115,27.86565883322986
3,44,20.612296604951467,22.01144436565867
3,45,16.585894365101126,12.71688699100357
3,46,23.970453381052508,23.51635715012364
3,47,14.481816122016149,16.503043093186008
3,48,23.133338497805525,21.149414561528094
3,49,17.78914386848531,16.25405759568468
4,0,30.116915561736675,26.844863792167942
4,1,30.776574652720097,30.089163734449322
4,2,28.4950116677873,27.659505967002367
4,3,32.94292366104739,27.87217362948223
4,4,33.26224321428676,24.320105483467415
4,5,24.214062606822782,22.430065693313065
4,6,38.411001481231935,36.79855228618439
4,7,42.215428728888625,38.18224290504738
4,8,39.84632462314342,39.15479351566256
4,9,22.426478229679116,21.438632025653988
4,10,29.102325585024225,28.744745716886193
4,11,29.705450327497573,20.802753183531237
4,12,29.41009304229579,29.092916827719808
4,13,26.86574658369242,26.734036568189396
4,14,39.492372258261895,39.69619131905993
4,15,44.30139874412552,43.09502397644906
4,16,26.616872117958238,26.50343351978453
4,17,33.62752078203362,32.731691950181634
4,18,15.886177969024649,16.11782110395311
4,19,30.44578897293254,23.505264383468706
4,20,21.423349577956945,17.861878008063858
4,21,26.554091136796366,25.075010260541838
4,22,21.339548574783993,18.32342323953179
4,23,30.147963169306486,27.673571190008804
4,24,35.34270931638464,32.610202264226665
4,25,39.37977413719146,31.891891689858433
4,26,34.65263453968827,30.70106704260204
4,27,24.193738150876918,24.180317402780766
4,28,22.37324832739254,19.210481934620585
4,29,27.067554801706816,24.989115982133693
4,30,21.37378994890958,18.851367036495606
4,31,19.240905732371164,20.594413868198043
4,32,22.492930219286663,25.445235642141803
4,33,30.770369847672555,29.927165199100383
4,34,26.43173143582711,26.186416455023597
4,35,24.015556164163804,18.146196414782835
4,36,34.214328055963705,24.223487874402643
4,37,27.715100366829333,23.73802090065131
4,38,17.57295715639934,14.72019935953421
4,39,21.232414741164533,20.976866995528002
4,40,29.222302335375485,25.7974890755663
4,41,23.75521581797535,18.057165939606868
4,42,21.99006306012961,21.031829759956157
4,43,20.73756699701618,20.416056517556374
4,44,27.467302845037615,30.309395888484495
4,45,35.07273364784818,30.058167849897856
4,46,25.132737518462832,23.994147591950714
4,47,34.77399762117552,30.964192287423785
4,48,41.102417897974796,40.35989620342266
4,49,35.847090434507216,35.01787718644279
5,0,48.27200340412649,46.0926915800319
5,1,39.60218887828431,38.373478221743326
5,2,42.82571966172791,40.94697061838587
5,3,51.916514149793656,49.15064956438642
5,4,30.28575149353976,28.937288929767355
5,5,31.669268313244128,30.66049681835441
5,6,35.83187470769829,20.472568444490054
5,7,37.078093647996766,37.040163824092886
5,8,56.32253349186387,48.58369971330963
5,9,43.53598951667678,42.40488578882007
5,10,40.3126609387118,37.76126555053537
5,11,22.507649243838536,20.480366323814554
5,12,58.56132558267099,50.27442339694047
5,13,15.769623118535314,17.79393901945867
5,14,46.98050253807581,46.045882075221904
5,15,42.78625762765469,41.240981173121895
5,16,44.03380233056509,43.09783194286815
5,17,29.126752271854187,25.734002057426373
5,18,36.28120183715112,32.55218768904115
5,19,47.097603881758424,46.28741530099161
5,20,36.82919623014221,36.772226908475545
5,21,33.74572483217762,26.446310907293647
5,22,30.21802285924654,27.78141591810128
5,23,44.92872172485285,44.13173281864926
5,24,43.06538345383281,40.05532592599363
5,25,30.796189543158334,29.963385086398723
5,26,37.48878788576497,34.947373978378536
5,27,42.02373887327057,42.98510491595317
5,28,51.38482297357599,48.98904443610319
5,29,48.36325428066952,36.62594307017376
5,30,33.05230906464812,32.60292367703914
5,31,37.06054172385017,26.110246917263964
5,32,27.1914101705423,25.888705057143305
5,33,30.443572662247227,34.225565030406145
5,34,36.278128819420814,33.298098922491235
5,35,38.55808226135301,35.59840028700691
5,36,30.351984425278935,25.105142526012635
5,37,43.17800248202539,41.814897410710955
5,38,40.838557044425656,41.17270598395197
5,39,52.024006160113196,51.75275659057404
5,40,43.512231830506195,41.62948729298531
5,41,37.6345783550059,37.02094914838685
5,42,53.65827121314926,47.1003327527293
5,43,40.32532615913718,37.619902881839955
5,44,36.55436500892518,31.238998094848537
5,45,41.90180162954794,40.34116994652769
5,46,42.19090875750153,39.46398555939099
5,47,32.12749819514145,31.877128914937693
5,48,37.41476257051525,30.955812074625484
5,49,30.821831200290248,31.92903068097065
6,0,47.89052499296401,38.69602056076819
6,1,48.140967236698906,44.050576236931235
6,2,55.09990504805747,48.813846717508206
6,3,44.702497118955634,38.34483550543887
6,4,44.29489405704712,39.04393666990272
6,5,52.842972294943316,48.14493930379026
6,6,41.81835544799594,41.31375518683221
6,7,63.97298581853974,55.66459066926909
6,8,46.447017557535446,45.72686630015583
6,9,43.27676978785807,42.638403753074215
6,10,47.02153396915493,41.99315771324579
6,11,28.88148272935922,27.825400877057906
6,12,58.73477563692695,49.580125510148434
6,13,44.50250333784716,45.785593852916065
6,14,47.71973819337933,45.33543950810375
6,15,38.06094230222718,36.54881447812831
6,16,60.22988981823221,59.74166411758772
6,17,34.89678329523513,35.747509682198675
6,18,56.538321689984585,45.79923709727618
6,19,43.169815240787315,41.454673135963645
6,20,27.759626712983025,28.729027507146014
6,21,27.949076951620626,22.4421708278821
6,22,45.710321743617214,40.67716219490506
6,23,46.278980194502864,41.5628773445972
6,24,35.89827790792263,37.69893622942104
6,25,52.352343617640905,51.65497519265854
6,26,41.48519378695943,41.297028400305635
6,27,39.043851857765674,41.37187744333949
6,28,44.01281319044428,42.884657835246294
6,29,31.619060066850697,31.745834928524907
6,30,57.193696680798894,56.966889897819165
6,31,43.67757336575581,45.774460290707594
6,32,36.918906484812325,37.37980579879263
6,33,33.719057250379166,32.354163113341016
6,34,58.250059671862935,55.86270262054816
6,35,40.111423239061594,36.431421573704554
6,36,60.49930223288003,59.759878709189934
6,37,49.79589332473038,46.490110118878874
6,38,42.15174273690809,34.605326969684405
6,39,33.896289013819015,30.511840271615704
6,40,31.369012605308555,30.71306740782864
6,41,30.939020858224143,32.067388680615345
6,42,46.792666822805884,40.39287668383828
6,43,52.819513269658664,50.116030307970895
6,44,32.58289067511329,28.341203631663245
6,45,36.43916198908827,36.714467206691445
6,46,47.188626920130076,49.72532614566684
6,47,38.269679188134,34.51809174869446
6,48,49.44889179550473,48.584272289318505
6,49,46.66722024939247,45.54925194756844
7,0,46.80480803430845,44.9333242672641
7,1,56.70382048583605,56.40100865082505
7,2,38.480566433332015,38.78620472045639
7,3,42.568126760937915,42.10406068222409
7,4,36.23831645329821,33.67853969141155
7,5,62.33409548718809,64.90107119593934
7,6,45.65367764255536,40.36634498714247
7,7,49.784056597798084,42.6355863827406
7,8,44.94232803743013,44.139307853099425
7,9,72.1434623698296,71.46589593120937
7,10,57.20847831051442,54.07086049517162
7,11,55.78568794436708,51.01374247466027
7,12,38.44627190654049,26.91223785191881
7,13,39.46633672799487,32.80923292216913
7,14,45.83502519044646,47.15973059006671
7,15,47.450292015403626,40.609272127933366
7,16,51.35829315132953,50.027742984324384
7,17,37.39771063884732,35.479689634121
7,18,35.97264849948738,33.789548343053546
7,19,38.79533609573338,36.98028683132081
7,20,45.91355162184364,36.884351956403975
7,21,50.047520190895774,47.90944690306815
7,22,43.87254929969997,43.096016159257516
7,23,40.53845324828814,38.70251736791852
7,24,42.494330338351325,41.09586674382097
7,25,32.996041181305685,30.424406974838
7,26,36.6128012785603,34.70518573352181
7,27,41.518905849654885,41.57743939805875
7,28,35.43438033427602,35.779167629783416
7,29,34.89324503004851,37.195646889912375
7,30,46.603489639770615,42.61113819482803
7,31,63.74516406887482,64.69110998005517
7,32,44.79697002609602,42.39590572983644
7,33,50.812276229735986,36.01744540709298
7,34,48.54581971415491,47.45045454917781
7,35,52.96469710260655,45.43613898250316
7,36,30.847808792006322,34.47134400670684
7,37,49.868745742378486,43.63284629186019
7,38,45.673600884217464,38.661017877462776
7,39,64.03533218291467,59.97451826779242
7,40,44.13857810709172,38.21985851145529
7,41,51.695599762060574,50.71037051316173
7,42,55.892896639221554,57.45070057634969
7,43,47.61249554945063,40.68311704425701
7,44,36.203144272665895,36.324269088729395
7,45,64.12521552313754,60.75590330812185
7,46,44.72197088809471,44.83999260774705
7,47,28.781623813578673,28.111097885177657
7,48,52.18526239603048,48.220608764882925
7,49,47.49056698846084,43.47513217711253
8,0,48.98214491912785,50.68239331591387
8,1,49.57005670361562,48.85321804819553
8,2,61.610140455906645,61.283452283131325
8,3,60.55660996077715,55.12200507594781
8,4,60.41139209990494,60.50522495813802
8,5,52.663937990944916,47.69509920613936
8,6,60.79732137531104,59.340809329282045
8,7,52.278952262580475,51.88560569013391
8,8,45.913312924409965,39.83560725337325
8,9,44.93510304590135,44.72925110579905
8,10,50.895747139004186,43.9788478145193
8,11,62.50653410952474,53.37089396675009
8,12,58.54585108537924,55.69039214030225
8,13,68.05533535530529,66.26927832474694
8,14,61.12435521506482,49.40668043854075
8,15,56.63658195498117,57.12165503541697
8,16,41.32604402608205,39.669750356029525
8,17,68.5259265472145,58.95343382659583
8,18,63.165606467353754,64.88791930266595
8,19,64.73264220764972,64.19290597353958
8,20,38.38134470615615,41.372661539737095
8,21,53.124893375564525,53.016203942698525
8,22,43.783786109463875,33.66526412317213
8,23,42.1156051676641,43.09705325958359
8,24,57.76495569352773,56.91435877774808
8,25,55.153157078902474,52.995924956608235
8,26,64.17008166190632,66.69281324992218
8,27,50.44765555547429,42.71603500178648
8,28,52.80787019499085,47.37944254861965
8,29,50.04287369291552,50.17493493141767
8,30,60.83811252050205,57.85276115313771
8,31,62.40815379731973,60.80700296401346
8,32,45.21151242059089,44.94749693718502
8,33,60.10902829422447,55.73184737721976
8,34,35.07497434081188,32.72928453054196
8,35,57.164255986932176,56.40736461137499
8,36,36.221672717045756,33.8183138709788
8,37,58.842395106587816,67.29686137993988
8,38,55.399232794854264,52.06200084360321
8,39,56.83445569620758,51.068185186955105
8,40,61.2910290869267,64.6484532958389
8,41,43.486094499956806,41.806367258466445
8,42,59.23289689219907,54.31096250069998
8,43,54.52251039779619,49.479562337865474
8,44,36.97077187168922,35.338913926102556
8,45,48.76366704108958,49.42225700050943
8,46,56.13147272970183,54.72160554836
8,47,47.89607419118361,50.5297133509204
8,48,61.76394436634218,59.753207112669116
8,49,53.6203326605522,53.367862576181814
